    0,  0,  0,
    -16.5156,  -10.1719,  0.59375,
    -20.7188,  -9.98438,  -10.6875,
    -22.2422,  -6.46875,  -2.72656,
    -29.7812,  -17.1094,  -2.72656,
    -30.8281,  -2.84375,  -3.50781,
    -21.2891,  -35.0938,  -28.1797,
    -27.3047,  -37.2188,  -13.625,
    -0.398438,  -5.90625,  0.65625,
    -1.19531,  -9.30469,  3.9375,
     0.84375,  -11.0781,  9.11719,
    -6.52344,  -7,  3.04688,
    -4.44531,  -13.2969,  0.679688,
    -8.99219,  -14.2031,  7.28906,
    -14.2656,  -19.8984,  3.21094,
    -14.3906,  -14.2031,  11.3359,
    -19.0469,  -12.5859,  6.10156,
    -21.4609,  -19.3516,  10.2422,
    -7.34375,  9.78125,  3.72656,
    -12.7266,  13.1875,  4.70312,
    -9.39062,  4.82031,  2.1875,
    -13.5703,  3.07031,  4.53125,
    -11.9375,  8.41406,  9.36719,
    -16.9141,  -1.25781,  11,
    -19.5625,  -8.49219,  18.5234,
    -27.0156,  -1.36719,  10.8984,
    -10.9141,  -0.765625,  -6.58594,
    -17.5938,  -1.38281,  -8.97656,
    -11.6328,  -5.67188,  -10.0234,
    -12.1719,  -2.07031,  -13.625,
    -14.5859,  -6.41406,  -14.8203,
    -16.1094,  -11.8438,  -18.2812,
    -20.2734,  -8.92188,  -22.3516,
     1.32812,  0.359375,  -6.39844,
    -1.50781,  -1.59375,  -8.99219,
     2.54688,  -1.53125,  -11.9688,
     6.09375,  2.57031,  -6.375,
     1.57031,  2.88281,  -9.71094,
     5.07812,  -1.63281,  -8.28125,
     8.9375,  -0.117188,  -9.5,
     9.39844,  -2.02344,  -14.5859,
    -6.95312,  -4.40625,  -11.1719,
    -4.98438,  -6.65625,  -15.0078,
     1.38281,  -5.77344,  -10.6094,
    -2.03906,  -4.10938,  -13.0156,
     1.60938,  -3.17969,  -17.6172,
     2.64062,  -4.10938,  -6.42188,
     3.28906,  -8.55469,  -7.88281,
     5.97656,  -4.74219,  -11,
     6.44531,  -10.1172,  -15.6562,
     2.78906,  -7.07031,  -14.1797,
    -0.453125,  -9.75,  -12.4062,
    -4.65625,  -11.2188,  -15.9844,
    -0.570312,  -9.05469,  -16.5312,
    -0.898438,  -10.7969,  -20.1641,
    -1.25,  -13.4609,  -15.25,
    -0.046875,  -17.1562,  -23.0781,
    -5.07031,  -13.3203,  -20.3359,
    -4.82031,  -11.3516,  -25.6406,
    -7.41406,  -15.7734,  -24.2344,
    -6.34375,  12.0625,  15.1328,
    -14.4844,  4.48438,  15.625,
    -11.4297,  8.90625,  20.6953,
    -20.9609,  13.6562,  11.3438,
    -19.4219,  17.5078,  19.7109,
     6.11719,  14.9219,  11.2109,
     4.53906,  20.9531,  10.75,
     1.84375,  17.1641,  14.7266,
    -3.53906,  22.9922,  16.0703,
    -5.32812,  17.0156,  20.0391,
    -10.4844,  25.0078,  26,
    -2.25,  -1.4375,  2.04688,
     0.945312,  -1.16406,  -1.42969,
     5.92188,  -3.21875,  1.60938,
     8.10938,  -1.59375,  6.66406,
     12.3203,  -3.57031,  5.46875,
     7.32031,  -5,  -4.42969,
     11.7812,  -4.125,  -8,
    -1.75781,  -4.11719,  -3.33594,
    -4.40625,  -8.55469,  -2.59375,
    -5.79688,  -2.75781,  -1.45312,
    -10.0625,  -3.58594,  0.65625,
    -14.4766,  -3.78125,  -2.14062,
    -12.1406,  -5.71094,  6.44531,
    -18.9453,  -1.82812,  2.98438,
    -13.4531,  2.28906,  -2.11719,
    -19.6484,  3.32031,  -4.40625,
    -20.3047,  6.39062,  3.625,
    -2.79688,  0.921875,  -2.92969,
    -4.78906,  1.54688,  -6.82812,
    -5.39062,  5.33594,  -2.53125,
    -10.5625,  9.02344,  -1.3125,
    -8.53906,  1.00781,  -2.53125,
    -9.25,  4.77344,  -6.70312,
     3.38281,  3.01562,  -2.90625,
    -0.9375,  3.79688,  -4.95312,
     1.82812,  6.64844,  -4.92969,
     4.70312,  1,  0.359375,
     8.58594,  3.20312,  1.24219,
     5.58594,  -1.13281,  -3.3125,
     9.35938,  -0.664062,  -4.63281,
     10.8594,  2.86719,  -2.79688,
     13.1484,  2.82812,  -7.53125,
     13.3672,  4.85938,  0.351562,
     15.8828,  6.50781,  -2.99219,
     22.5781,  4.28906,  -3.95312,
     0.0546875,  3.13281,  0.40625,
     0.5625,  6.33594,  3.24219,
     4.42188,  5.21875,  0.320312,
     3.64844,  9.51562,  1.01562,
     0.53125,  7.47656,  -1.46094,
    -0.195312,  12.8828,  -0.804688,
    -5.16406,  2.03125,  1.67188,
    -7.22656,  -0.734375,  4.78125,
    -2.50781,  -3.29688,  7.53906,
    -6.15625,  -5.25,  13.9297,
     3.125,  -5.25781,  6.08594,
     5.78906,  -4.64844,  12.7734,
    -1.25781,  2.39844,  5.13281,
    -2.98438,  6.53125,  6.80469,
    -6.35938,  3.125,  9.55469,
     2.84375,  4.73438,  9.74219,
     0.445312,  0.585938,  12.2734,
     1.17969,  3.67969,  17.8672,
    -0.632812,  7.97656,  11.7344,
     1.77344,  11.4844,  8.57031,
     5.14062,  9.96094,  12.9141,
     5.1875,  11.5469,  18.5703,
     2.05469,  -0.992188,  3.46875,
     2.0625,  0.695312,  7.57031,
     6.20312,  1.33594,  4.5,
     6.41406,  1.45312,  9.57812,
     3.15625,  3.60938,  4.03906,
     2.64844,  7.17188,  6.20312,
     10,  11.1172,  1.53125,
     11.3516,  15.7734,  2.85156,
     12.6172,  11.5703,  5.25,
     18.7031,  13.3438,  3.96875,
     6.29688,  9.67188,  4.47656,
     5.57031,  9.04688,  8.42188,
     10.0391,  11.2188,  9.625,
     13.9844,  9.28125,  8.91406,
     5.97656,  5.02344,  6.75,
     8.0625,  6.22656,  9.99219,
     7.03125,  4.39844,  14.2734,
     11.8281,  5.25781,  18.0625,
     12.0625,  8.82031,  25.3125,
     11.4766,  8.20312,  12.4531,
     15.1953,  10.2969,  15.5312,
     18.7266,  15.8281,  16.0938,
     27.6406,  16.0703,  20.4688,
     9.75781,  -0.921875,  0.578125,
     13.4922,  1.51562,  3.28906,
     16.2344,  -0.390625,  -3.61719,
     7.57812,  5.375,  -3.375,
     8.97656,  7.4375,  -0.859375,
     9.79688,  9.96094,  -5.08594,
     10.8281,  7.25781,  3.13281,
     15.3125,  9.11719,  1.8125,
     3.17969,  -5.875,  -1.89844,
     6.71094,  -8.73438,  1.34375,
    -1.77344,  -6.71875,  -7.75,
    -6.21875,  -9.17969,  -10.7812,
     0.0625,  -10.0156,  -3.03125,
     2.75781,  -13.9141,  -8.10156,
    -5.71875,  -3.10156,  -6.30469,
    -6.66406,  -0.21875,  -10.4844,
    -9.60156,  -9.42969,  -15.3047,
    -7.92969,  -8.78906,  -19.8672,
    -11.3438,  -13.9922,  -21.2891,
    -14.7734,  -18.875,  -25.5391,
    -7.17188,  -12.7266,  -6.11719,
    -4.53125,  -16.8359,  -5.45312,
    -8.57031,  -18.4688,  -0.75,
    -10.8359,  -11.8203,  0.0546875,
    -12.4062,  -16.2188,  -5.1875,
    -11.5078,  -21.4062,  -6.125,
    -18.5781,  -24.6016,  -0.4375,
    -22.3125,  -16.3438,  -1.32031,
    -26.4922,  -28.9688,  2.46875,
    -9.1875,  -6.95312,  -4.79688,
    -15.1875,  -8.28906,  -6.25,
    -2.33594,  -11.8516,  -7.8125,
    -5,  -14.4531,  -11.9219,
    -11.3594,  -12,  -9.63281,
    -14.7656,  -15.2734,  -13.7188,
    -8.48438,  -15.0078,  -16.5781,
    -5.85938,  -18.1641,  -17.6562,
    -10.3516,  -18.8516,  -20.8828,
    -8.70312,  -19.8594,  -27.0234,
    -10.4766,  -22.6641,  -30.9609,
    -9.0625,  -17.3906,  -10.8828,
    -7.82031,  -21.6562,  -12.2891,
