    0,  0,  0,
    -2.10938,  -10.7188,  -8.0625,
    -4.22656,  -12.8906,  -10.7969,
    -5.64844,  -15.7109,  -17.2891,
    -7.35156,  -8.76562,  -15.1719,
    -6.09375,  -8.94531,  -19.1719,
    -6.90625,  -10.2266,  -10.7266,
    -8.21094,  -11.8984,  -13.7969,
    -8.46094,  -12.6719,  -17.9688,
    -6.07031,  -10.7578,  -16.7734,
    -7.30469,  -11.4609,  -21.5859,
    -6.26562,  -10.3672,  -27.1172,
    -7.30469,  -15.3047,  -31.2422,
    -1.875,  -0.695312,  1.73438,
    -5.16406,  -2.00781,  -1.25,
    -7.76562,  -3.64062,  -3.27344,
    -1.46875,  -1.28125,  -2.17188,
    -2.67188,  -4,  -3.24219,
    -4.74219,  -3.99219,  -6.22656,
     0.125,  0.148438,  -5.59375,
     2.92188,  3.32031,  -7.59375,
    -2.70312,  1.91406,  -2.20312,
    -2.07031,  3.95312,  -5.89062,
    -4.84375,  -1.14844,  15.2734,
    -5.79688,  -6.71875,  20.2891,
    -1.17188,  -2.75,  21.125,
     2.38281,  6.875,  15.2656,
     0.960938,  5.71094,  21.6094,
    -2.71875,  5.97656,  25.9922,
     4.82812,  1.72656,  25.4531,
    -1.39062,  -0.367188,  32.9609,
     3.07031,  10.1875,  30.0156,
     5.45312,  13.2969,  37.5078,
     0.492188,  -4.5625,  9.60156,
    -1.67969,  -5.71875,  13.3125,
     1.34375,  -2.61719,  14.9141,
    -0.015625,  1.6875,  14.0391,
     2.75781,  0.992188,  17.2266,
    -9.4375,  1.46875,  0.0859375,
    -4.00781,  -0.585938,  -5.33594,
    -7.60156,  1.73438,  -5.04688,
    -4.8125,  -6.58594,  -3.03125,
    -7.42188,  -8.69531,  -2.80469,
    -11.1797,  -4.86719,  -5.50781,
    -10.9219,  -8.30469,  -1.39062,
    -0.351562,  -3.60156,  0.273438,
    -0.0703125,  -5.13281,  -1.6875,
     0.992188,  -8.42188,  0.742188,
    -7.42188,  -9.03125,  4.5625,
    -11.5625,  -11.6719,  3.50781,
    -0.9375,  -5.50781,  4.03125,
    -2.875,  -7.50781,  5.67969,
    -2.95312,  -4.10938,  7.60156,
    -6.19531,  -4.79688,  5.28125,
    -6.25781,  -5.89844,  10.0547,
    -11.5312,  -2.65625,  12.7812,
    -3.94531,  -9.79688,  12.0547,
    -9.71094,  -12.6719,  11.9688,
    -6.0625,  -11.5391,  -5.11719,
    -8.99219,  -10.125,  -6.42969,
    -9.00781,  -13.0625,  -8.78125,
    -10.0859,  -15.6484,  -13.2969,
    -4.85938,  -10.0234,  0.445312,
    -3.67969,  -12.5859,  3.97656,
    -8.28125,  -12.2656,  -1.08594,
    -6.82031,  -16.8438,  -4.1875,
    -13.4062,  -15.7891,  -2.84375,
    -16.7969,  -25.1406,  -10.0859,
    -9.75,  -15.1953,  -22.6875,
    -9.49219,  -20.5703,  -22.3047,
     1.30469,  -1.90625,  0.65625,
     2.72656,  -3.21875,  -1.69531,
    -0.3125,  -2.75,  4.9375,
     1.77344,  -4.13281,  3.16406,
     0.53125,  -2.99219,  -3.46094,
     1.30469,  -4.35938,  -5.51562,
    -2.14844,  -6.67188,  -0.109375,
    -2.74219,  -8.50781,  -3.50781,
     2.66406,  -0.5625,  -2.25781,
     4.71094,  -0.828125,  -3.70312,
     2.51562,  -1.71094,  -5.07031,
     1.39844,  -2.47656,  -7.79688,
     3.51562,  -2.27344,  -7.78125,
     4.33594,  1.52344,  -4.10156,
     6.125,  2.125,  -6.49219,
    -1.15625,  -3,  -6.63281,
     0.640625,  -4.1875,  -10.6016,
     1.85938,  -1.34375,  -10.5781,
     3.29688,  -2.09375,  -14.3828,
     2.32031,  -5.75781,  -16.2422,
    -0.867188,  -6.25781,  -4.67188,
     0.0078125,  -5.21875,  -7.6875,
    -1.02344,  -6.39062,  -10.1484,
    -2.57031,  -4.07031,  -10.2344,
    -1.17969,  -6.07812,  -14.3281,
    -0.726562,  -2.75,  -13.6406,
    -4.4375,  -5,  -14.2266,
    -3.97656,  -7.35156,  -17.0547,
     3.625,  -6.36719,  -9.76562,
     0.617188,  -8.85156,  -12.4766,
    -1.4375,  -10.5703,  -16.5859,
    -1.53125,  -3.20312,  -18.9609,
    -1.5,  -6.50781,  -21.9531,
    -2.02344,  -10.7969,  -23.7891,
    -1.69531,  0.03125,  -9.10938,
    -6.25,  -2.53906,  -9.52344,
    -2.83594,  -6.48438,  -7.01562,
    -5.16406,  -8.85938,  -7.5,
    -3.01562,  -7.65625,  -11.7266,
    -4.89844,  -9.05469,  -13.4531,
    -7.05469,  -6.47656,  -6.67969,
    -5.35156,  -6.47656,  -10.2578,
    -8.32031,  -7.49219,  -10.9766,
     3.44531,  0.195312,  -6.61719,
     5.11719,  -0.210938,  -9.22656,
     9.05469,  -0.859375,  -5.50781,
     6.6875,  1.97656,  -13.0547,
     3.24219,  3.15625,  -0.0078125,
     2.51562,  7.05469,  -3.10938,
     5.23438,  3.89844,  -2.28125,
     6.27344,  4.61719,  -4.76562,
     8.9375,  4.61719,  -6.35938,
     5.60156,  1.42969,  3.07031,
     6.69531,  2.97656,  0.828125,
     4.75781,  0.484375,  -0.210938,
     6.1875,  1.54688,  -2.53906,
     5.74219,  6.28906,  0.6875,
     8.92188,  6.34375,  0.609375,
     8.03125,  2.85938,  -2.28125,
     10.2266,  5.80469,  -1.85156,
     12.6172,  4.60156,  -0.617188,
     7.89062,  4.99219,  -1.89844,
     7.80469,  7.53125,  -2.42969,
     11.7188,  8.88281,  -4.80469,
     7.71875,  2.78906,  5.04688,
     9.58594,  5.21094,  5.33594,
     9.09375,  12.2266,  6.98438,
     10.875,  15.7422,  3.72656,
     8.89062,  4.16406,  1.95312,
     11.2266,  7,  3.05469,
     13.7891,  8.73438,  0.773438,
     8.6875,  8.51562,  6.26562,
     12.4688,  6.60938,  8.85938,
     7.32031,  9.07031,  2.17969,
     13.4297,  9.79688,  5.33594,
     10.4531,  8.48438,  0.273438,
     11.0859,  10.3438,  3.34375,
