    -16.8828,  2.92188,  -2.19531,  0.59375,
    -23.5312,  1.80469,  -0.117188,  -5.39062,
     8.625,  4.42188,  5.63281,  1.63281,
     13.1641,  4.40625,  2.99219,  0.765625,
     14.8281,  5.85938,  6.1875,  -0.757812,
     4.34375,  -0.5,  4.38281,  -0.726562,
     6.84375,  1.26562,  7.13281,  -0.171875,
     7.50781,  5.27344,  10.125,  1.09375,
     5.90625,  -3.09375,  6.64844,  4.25,
     2.8125,  -2.36719,  10.4766,  3.09375,
     6.85938,  -0.171875,  11.4375,  6.74219,
    -2.41406,  -2.13281,  5.01562,  -1.00781,
    -5.35938,  -0.640625,  6.57812,  3.54688,
    -0.0390625,  -0.367188,  8.35156,  7.79688,
    -0.734375,  7.55469,  9.97656,  2.32812,
    -3.82031,  3.00781,  11.5078,  5.82812,
    -2.88281,  -5.60156,  10.4141,  1.89062,
     2.19531,  -7.75781,  13.4844,  7.21875,
     3.625,  4.69531,  12.3047,  10.75,
    -1.95312,  1.60938,  18.2734,  9.17969,
    -3.42188,  2.94531,  -4.66406,  -2.22656,
    -7.96875,  6.14844,  -6.17188,  -2.24219,
    -3.57812,  -3.20312,  1.67969,  2.30469,
    -4.60156,  -6.71875,  -0.945312,  6.22656,
    -9.17969,  0.953125,  -3.41406,  3.64062,
    -11.5625,  -0.945312,  2.86719,  7.21875,
     1.82812,  2.52344,  6.01562,  -4.33594,
     1.13281,  0.234375,  7.78125,  0.203125,
     0.515625,  6.63281,  0.726562,  -1.13281,
    -0.914062,  9.85156,  3.70312,  -3.11719,
    -11.6797,  8.21094,  1.70312,  -3.95312,
    -10.8594,  5.42188,  7.76562,  0.6875,
     4.8125,  0.0546875,  0.609375,  2.375,
     8.28125,  0.40625,  -0.484375,  6.52344,
     6.50781,  3.54688,  5.07031,  10.6172,
    -6.01562,  3.625,  0.367188,  0.726562,
    -4.48438,  9.36719,  -0.304688,  2.96094,
     0.890625,  -0.765625,  3.8125,  3.78906,
     5.67969,  1.90625,  4.73438,  5.4375,
    -0.59375,  3.55469,  5.24219,  4.26562,
    -4.41406,  -0.101562,  1.13281,  6.39844,
    -2.9375,  4.44531,  3.5,  8.8125,
     1.70312,  0.953125,  2.07031,  9.11719,
     1.79688,  5.76562,  7.28125,  7.83594,
     1.07812,  3.72656,  0.28125,  3.51562,
     3.15625,  6.14844,  -0.570312,  7.8125,
     3.88281,  9.83594,  3.02344,  9.61719,
     0.132812,  1.61719,  1.52344,  -0.617188,
     4.39062,  2.79688,  0.414062,  -1.23438,
     3.85156,  3.02344,  3.73438,  1.47656,
     5.29688,  6.49219,  5,  4.35938,
    -1.53906,  4.08594,  4.78906,  0.445312,
     3.35156,  6.98438,  6.00781,  0.867188,
     0.523438,  9.17188,  4.4375,  3.99219,
     9.70312,  6.4375,  1.96094,  6.5625,
     11.0859,  8.39062,  6.75,  3.75781,
     7.21875,  11.5156,  5.22656,  5.65625,
     12.0234,  14.6797,  5.10938,  12.4219,
     3.47656,  2.63281,  8.67969,  4.22656,
     3.6875,  11.1016,  9.875,  8.54688,
     6.20312,  5.74219,  8.61719,  5.21875,
     8.24219,  6.74219,  9.3125,  7.96875,
     6.07812,  8.63281,  6.29688,  14.0469,
     8.21875,  11.9297,  12.3984,  16.8047,
     6.88281,  12.125,  9.88281,  3.05469,
     5.67188,  6.8125,  14.1562,  4.69531,
     11.4766,  2.1875,  7.875,  4.8125,
     10.9609,  4.50781,  14.0859,  9.71875,
     12.8906,  10.2656,  8.96875,  8.375,
     10.1328,  13.0391,  14.9297,  8.01562,
     16.3516,  8.15625,  16.5234,  9.28906,
     12.8438,  15.3203,  20.2109,  11.8125,
     0.195312,  -2.46094,  -0.0703125,  -0.828125,
     2.26562,  -2.64844,  3.34375,  -3.46875,
    -0.53125,  -6.11719,  5.74219,  6.03125,
     1.91406,  -4.33594,  3.65625,  0.367188,
     2.60938,  -6.99219,  6.35938,  1.14062,
     1.83594,  2.875,  -7.53125,  -7.49219,
    -1.58594,  2.46094,  -12.2344,  -9.50781,
     6.25781,  0.132812,  -2.15625,  -2.76562,
     6.98438,  -3.86719,  -6.16406,  -4.96094,
     5.59375,  2.27344,  -9.28906,  -2.78906,
     4.375,  -2.03125,  -5.72656,  -0.015625,
     5.30469,  -3.96875,  -11.1641,  1.64844,
    -0.398438,  -0.484375,  -3.34375,  4.35156,
     2.51562,  -4.98438,  -1.64844,  4.79688,
    -6.85938,  -8.25781,  -0.65625,  -0.554688,
    -3.03125,  -11.0547,  -1.30469,  -2.48438,
    -5.89062,  -12.2969,  1.67188,  -4.21094,
    -11.0859,  -15.6562,  -0.71875,  -6.14844,
    -0.367188,  -6.6875,  -2.71094,  -1.99219,
     0.179688,  -9.46094,  -1.35156,  2.5,
    -5.14062,  -3.80469,  -6.97656,  2.75781,
    -6.11719,  -12.3984,  -4.5625,  3.96094,
    -11.0938,  -6.71094,  -2.95312,  3.44531,
    -16.3672,  -11.6484,  -1.07031,  3.42969,
    -2.50781,  -11.3281,  -10.0625,  -0.09375,
    -2.80469,  -16.5078,  -4.32031,  -0.0625,
    -6.49219,  -14.9844,  -12.1953,  0.25,
    -7.92188,  -19.4297,  -10.6172,  -7.33594,
    -3.71094,  -2.42969,  -1.32031,  -1.84375,
    -7.08594,  -3.32812,  2.15625,  -4.77344,
    -0.75,  -3.125,  0.390625,  -5.54688,
    -3.32812,  -7.98438,  -0.078125,  -7.69531,
    -1.53906,  -2.01562,  -5.8125,  -4.49219,
    -4.77344,  -7.26562,  -6.02344,  -3.07812,
    -2.08594,  -6.0625,  -4.78125,  -7.33594,
    -2,  -10.5156,  -6.26562,  -8.76562,
    -6.21875,  -12.2656,  -6.44531,  -5.89062,
     5.5625,  6.84375,  1.10156,  1.77344,
     7.66406,  11.7891,  0.664062,  0.96875,
     11.4219,  9.59375,  7.64844,  -0.304688,
     13.5469,  7.80469,  11.5703,  3.4375,
     17.9141,  8.71875,  6.00781,  3.4375,
     19.5625,  11.5625,  9.69531,  2.78125,
     19.3281,  14.9141,  12.1719,  6.32812,
     7.16406,  8.85938,  4.74219,  -1.04688,
     3.97656,  14.1328,  6.10156,  -0.960938,
     13.375,  11.7656,  4.36719,  -3.30469,
     15.9141,  18.1016,  5.67188,  -1.21094,
     23.6797,  20.9062,  9.39844,  2.58594,
     28.625,  25.5781,  13.8125,  4.14844,
     12.5781,  14.3672,  6.77344,  1.42969,
     13.8594,  15.4062,  12.0156,  0.757812,
     14.2344,  16.8594,  10.0156,  5.14844,
     17.3594,  21.5469,  14.2031,  7.03125,
     25.3984,  16.5938,  13.4609,  7.78125,
     28.3828,  18.25,  18.8125,  11.3516,
     22.8359,  27.4766,  20.0547,  10.2969,
