     0,  0,  0,  0,
     4.69531,  4,  -4.23438,  2.60938,
     3.34375,  8.49219,  -3.78125,  -1.03125,
     5.09375,  4.85938,  -3.05469,  -4.46875,
     2.95312,  6.24219,  1.10156,  -6.71875,
     8.125,  3.19531,  0.875,  -4.32812,
     8.77344,  5.23438,  -0.585938,  -6.61719,
     11.1016,  3.85938,  -2.46094,  -8.55469,
     6.14844,  7.82031,  0.890625,  -3.59375,
     7.71875,  13.0625,  1.6875,  -5.32031,
     7.86719,  9.69531,  -1.03125,  -9.74219,
     8.38281,  3.11719,  1.45312,  -0.0390625,
     9.85938,  1.50781,  -5.42188,  -1.00781,
     2.53906,  1.53125,  0.398438,  -5.00781,
     6.72656,  -0.460938,  2.73438,  -3.57812,
     9.85156,  4.42969,  4.57812,  -2.70312,
     11.9688,  6.91406,  1.64062,  -4.03906,
     15.8359,  7.32031,  0.882812,  -6.1875,
     10.8047,  8.3125,  2.60938,  0.296875,
     15.3438,  11.4688,  3.58594,  1.03906,
     16.1094,  9.26562,  -0.765625,  -0.945312,
     20.1328,  11.2891,  3.95312,  -2.91406,
     18.0469,  13.1406,  -0.015625,  -7.5,
     22.4688,  15.1484,  5.97656,  1.07812,
     27.9766,  18.4375,  5.07031,  -3.23438,
     1.71094,  1.375,  -3.10938,  -2.41406,
     3.39062,  -0.609375,  -3.39844,  -6.875,
    -2.6875,  2.35156,  2.07031,  -4.3125,
    -7.14844,  3.67188,  5.13281,  -2.96875,
     3.27344,  -3.375,  -1.27344,  -3.53906,
     2.74219,  -7.44531,  0.0625,  -4.39062,
     6.16406,  -0.335938,  0.15625,  -7.48438,
     2.35938,  -4.64062,  -2.75,  -9.05469,
     8.125,  0.84375,  -5.21875,  -7.21875,
     10.4141,  1.64062,  -9.50781,  -12.9922,
     3.77344,  4.60156,  -2.73438,  -8.90625,
     7.83594,  6.4375,  -6.26562,  -9.25,
     5.82031,  0.453125,  -4.60156,  -11.2734,
     2.70312,  1.92969,  -7.14844,  -13.1484,
     2.10938,  6.21875,  -5.625,  -15.9609,
     9.4375,  5.64062,  -1.73438,  -1.50781,
     11.6094,  9.21875,  -3.21875,  -5.25,
     13.4531,  1.39844,  -0.539062,  -4.07031,
     15.9922,  6.71875,  -5.20312,  -11.0156,
    -1.14062,  1.73438,  -2.19531,  -6.28906,
    -1.47656,  0.703125,  -0.890625,  -10.2109,
    -1.1875,  8.48438,  -1.88281,  -5.96875,
    -3.42969,  5.72656,  -4.69531,  -10.1719,
    -6.50781,  -1.30469,  -2.74219,  -4.69531,
    -6.6875,  -3.29688,  -3.21094,  -8.27344,
    -5.83594,  -2.77344,  -4.54688,  -12.8438,
    -6.53906,  1.64062,  -7.15625,  -8.9375,
    -14.0625,  0.25,  -6.85938,  -13.1797,
    -0.375,  -0.179688,  -8.95312,  0.40625,
    -2.73438,  -3.19531,  -12.9375,  -2.84375,
     2.07031,  -5.6875,  -6.70312,  -4.50781,
     3.57812,  -1.92969,  -8.91406,  -7.78906,
     5.39844,  -3.17969,  -15.5312,  -9.07031,
    -0.515625,  -0.8125,  -5.50781,  -9.75781,
    -3.36719,  -0.726562,  -9.30469,  -14.4062,
     1.58594,  -5.71875,  -7.8125,  -13.2266,
     0.078125,  -6.5,  -14.4219,  -14.2109,
     3.85156,  -1,  -11.2188,  -13.8125,
     3.8125,  -2.42969,  -13.5156,  -19.8438,
    -5.10156,  -4.15625,  -8.98438,  -9.15625,
    -8.48438,  -2.25781,  -13.3281,  -11.9766,
    -5.46094,  -9.41406,  -9.5,  -13.7969,
    -8.0625,  -11.5703,  -16.2031,  -11.8984,
    -5.63281,  -9.53125,  -17.7891,  -20.3125,
     0.09375,  -4.21094,  -11.5938,  -8.83594,
    -0.3125,  -7.11719,  -16.4531,  -3.44531,
    -3.67969,  -3.78125,  -17.7109,  -12.1016,
    -1.10156,  -7.71875,  -23.4844,  -13.4453,
    -12.0703,  -16.4219,  -4.55469,  2.67188,
    -10.8047,  -21.6562,  -3.01562,  -0.101562,
    -16.5469,  -20.2266,  -9.41406,  0.5625,
    -16.7734,  -25.2422,  -7.53906,  3.04688,
    -23.0391,  -25.7812,  -4.85156,  4.97656,
    -30.5234,  -32.3281,  -6.75781,  6.27344,
    -10.0547,  -6.60156,  -2.92969,  -4.28125,
    -11.0625,  -9.13281,  -3.80469,  -9.97656,
    -10.9375,  -13.2031,  -8.02344,  -3.26562,
    -15.7656,  -14.9141,  -9.28125,  -9.84375,
    -11.0781,  -17.3594,  -15.8516,  -1,
    -16.1484,  -23.4219,  -21.0391,  -2.42188,
    -7.42188,  -8.03125,  -12.0156,  1.44531,
    -12.625,  -7.14844,  -17.2266,  -4.28906,
     0.148438,  -6.41406,  -8.94531,  2.75,
     1.4375,  -9.17969,  -10.5938,  -4.89844,
    -4.27344,  -8.5,  -12.9766,  -7.11719,
    -1.6875,  -11.7344,  -17.1641,  -7.40625,
    -6.21094,  -10.2031,  -18.5469,  -3.52344,
    -7.21875,  -14.7578,  -21.8438,  -5.3125,
    -4.6875,  -12.6094,  -28.1953,  -6.91406,
    -18.6875,  -19.75,  2.49219,  2.36719,
    -22.7188,  -16.3672,  -2.42188,  4.47656,
    -27.0312,  -16.7266,  0.382812,  -0.882812,
    -17.4297,  -3.5,  5.27344,  -1.14062,
    -21.9141,  -4.15625,  9.61719,  3.74219,
    -20.9688,  -3.79688,  -1.5625,  4.77344,
    -27.5391,  -7.58594,  -1.54688,  5.5,
    -28.9609,  1.35156,  2.72656,  1.98438,
    -36.9844,  -11.3047,  -0.265625,  6.875,
     6.07031,  -4,  0.890625,  -0.078125,
     9.76562,  -0.515625,  3.45312,  -0.0390625,
     4.71875,  4.78906,  3.53125,  -2.75,
     9.5625,  6.07031,  5.27344,  -7.92188,
    -10.7188,  -0.617188,  -9.4375,  -1.85938,
    -18.6641,  -0.132812,  -9.03906,  -6.39062,
    -11.75,  -5.25781,  -8.85156,  -8.28125,
    -15.5,  -6.24219,  -15.6641,  -15.4141,
    -15.9141,  -6.23438,  -8.34375,  -0.820312,
    -24.9219,  -7.02344,  -14.1953,  -1.51562,
    -1.21875,  -6.92188,  3.07812,  -2.48438,
    -2.01562,  -10.0234,  4.30469,  1.57812,
    -4.1875,  -13.5078,  7.10938,  2.58594,
    -6.61719,  -8.66406,  6.21094,  -1.27344,
    -9.14844,  -8.8125,  5.58594,  4.05469,
    -8.4375,  -10.3047,  13.1641,  5.21875,
    -7.8125,  -15.0078,  0.75,  1.64844,
    -11.6172,  -16.7812,  6.49219,  1.35938,
    -8.89844,  -2.92188,  3.23438,  -0.03125,
    -11.8516,  -10.8047,  3.09375,  -2.75,
    -7.90625,  3.42969,  -0.460938,  -7.55469,
    -14.1562,  5.51562,  -3.4375,  -8.04688,
    -15.3984,  -2.57031,  -0.265625,  -6.46094,
    -19.3125,  -12.4062,  -1.17969,  -4.73438,
